artist,genre,country,url
EDDIE RUSS,Funk Jazz / RnB,United States,http://www.jazzmusicarchives.com/artist/eddie-russ
JOHNNY RĂDUCANU,Third Stream / Vocal Jazz / Hard Bop,Romania,http://www.jazzmusicarchives.com/artist/johnny-raducanu
ANNIE ROSS,Vocal Jazz,United Kingdom,http://www.jazzmusicarchives.com/artist/annie-ross
JASON RASO,RnB / Funk Jazz / Pop/Art Song/Folk / Soul Jazz / Fusion / Funk,Canada,http://www.jazzmusicarchives.com/artist/jason-raso
ORPHY ROBINSON,Fusion / RnB / Post Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/orphy-robinson
SEBASTIAN ROCHFORD,Post-Fusion Contemporary / Jazz Related Electronica/Hip-Hop,United Kingdom,http://www.jazzmusicarchives.com/artist/sebastian-rochford
LITTLE JOHNNY RIVERO,Afro-Cuban Jazz,United States,http://www.jazzmusicarchives.com/artist/little-johnny-rivero
GLENN CHARLES RILEY,Pop/Art Song/Folk,Canada,http://www.jazzmusicarchives.com/artist/glenn-charles-riley
DIANNE REEVES,Vocal Jazz / Jazz Related Soundtracks,United States,http://www.jazzmusicarchives.com/artist/dianne-reeves
ROMA NENO,World Fusion,Bulgaria,http://www.jazzmusicarchives.com/artist/roma-neno
METTE RASMUSSEN,Avant-Garde Jazz / Jazz Related Improv/Composition,Denmark,http://www.jazzmusicarchives.com/artist/mette-rasmussen
LEE RITENOUR,Pop/Art Song/Folk / Fusion / Post-Fusion Contemporary / Jazz Related Soundtracks,United States,http://www.jazzmusicarchives.com/artist/lee-ritenour
RUSCONI,Nu Jazz / Jazz Related Improv/Composition,Switzerland,http://www.jazzmusicarchives.com/artist/rusconi
RHUBUMBA,Afro-Cuban Jazz,United States,http://www.jazzmusicarchives.com/artist/rhubumba
TIM RICHARDS,Hard Bop,United Kingdom,http://www.jazzmusicarchives.com/artist/tim-richards
JOHN RUSSELL,Jazz Related Improv/Composition,United Kingdom,http://www.jazzmusicarchives.com/artist/john-russell
EMMA RAWICZ,Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/emma-rawicz
