artist,genre,country,url
LOS CHICHARONNS,World Fusion,Multi-National,http://www.jazzmusicarchives.com/artist/los-chicharonns
JOHN LEWIS,Third Stream / Cool Jazz / Jazz Related Soundtracks / Vocal Jazz / Hard Bop / Big Band,United States,http://www.jazzmusicarchives.com/artist/john-lewis-piano
LISA LINDSLEY,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/lisa-lindsley
JEFF LORBER,Fusion / Post-Fusion Contemporary / RnB / Hard Bop / Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/jeff-lorber
LOIDE,Pop/Art Song/Folk,France,http://www.jazzmusicarchives.com/artist/loide
HUGH LAURIE,Blues,United Kingdom,http://www.jazzmusicarchives.com/artist/hugh-laurie
TULIO ENRIQUE LEÓN,Exotica,Venezuela,http://www.jazzmusicarchives.com/artist/tulio-enrique-leon
FRANK LOWE,Avant-Garde Jazz,United States,http://www.jazzmusicarchives.com/artist/frank-lowe
BERNARDO LARISCH,Fusion,(not set),http://www.jazzmusicarchives.com/artist/bernardo-larisch
TONY LUSTIG,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/tony-lustig
LINDWURM,Fusion,Germany,http://www.jazzmusicarchives.com/artist/lindwurm
BOBBY LYLE,Soul Jazz,United States,http://www.jazzmusicarchives.com/artist/bobby-lyle
ORLANDO LE FLEMING,Fusion,United Kingdom,http://www.jazzmusicarchives.com/artist/orlando-le-fleming
HANS LUCHS,Post Bop,United States,http://www.jazzmusicarchives.com/artist/hans-luchs
LAMA,Avant-Garde Jazz / Fusion / 21st Century Modern,Multi-National,http://www.jazzmusicarchives.com/artist/lama
LAND & QUIET,Post-Fusion Contemporary,Japan,http://www.jazzmusicarchives.com/artist/land-and-quiet
MEL LEWIS,Big Band / Bop / Jazz Related Soundtracks / Hard Bop / Cool Jazz,United States,http://www.jazzmusicarchives.com/artist/mel-lewis
ISABELLA LUNDGREN,Vocal Jazz / Pop/Art Song/Folk,Sweden,http://www.jazzmusicarchives.com/artist/isabella-lundgren
EVAN LURIE,Jazz Related Soundtracks / Jazz Related Improv/Composition,United States,http://www.jazzmusicarchives.com/artist/evan-lurie
NEIL LARSEN,Fusion,United States,http://www.jazzmusicarchives.com/artist/neil-larsen
KALEVI LOUHIVUORI,Hard Bop / Post-Fusion Contemporary,Finland,http://www.jazzmusicarchives.com/artist/kalevi-louhivuori
BYARD LANCASTER,Avant-Garde Jazz / Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/byard-lancaster
HOWARD LEVY,Post Bop / Blues / Third Stream / Post-Fusion Contemporary / Latin Jazz / Hard Bop / Fusion,United States,http://www.jazzmusicarchives.com/artist/howard-levy
TOM LAGANA,Latin Jazz / Fusion,United States,http://www.jazzmusicarchives.com/artist/tom-lagana
CHAD LEFKOWITZ-BROWN,Fusion / Big Band / Hard Bop / Post Bop,United States,http://www.jazzmusicarchives.com/artist/chad-lefkowitz-brown
LA MUJER BARBUDA,Eclectic Fusion,Argentina,http://www.jazzmusicarchives.com/artist/la-mujer-barbuda
BIRÉLI LAGRÈNE,Swing / Fusion / Hard Bop / World Fusion / Post Bop,France,http://www.jazzmusicarchives.com/artist/bireli-lagrene
REBECKA LARSDOTTER,Vocal Jazz,Sweden,http://www.jazzmusicarchives.com/artist/rebecka-larsdotter
IVAN LINS,Latin Jazz / Pop/Art Song/Folk,Brazil,http://www.jazzmusicarchives.com/artist/ivan-lins
THE LATIN JAZZ QUINTET,Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/the-latin-jazz-quintet
KLAUS LENZ,Progressive Big Band / Big Band / Fusion / Pop/Art Song/Folk / Exotica,Germany,http://www.jazzmusicarchives.com/artist/klaus-lenz
LAUROSHILAU,Jazz Related Improv/Composition,Belgium,http://www.jazzmusicarchives.com/artist/lauroshilau
LOOSENSE,Jazz Related Rock / Fusion,Portugal,http://www.jazzmusicarchives.com/artist/loosense
L'ORKESTRE DES PAS PERDUS,World Fusion,Canada,http://www.jazzmusicarchives.com/artist/lorkestre-des-pas-perdus
LA MÁQUINA CINEMÁTICA,Third Stream,Argentina,http://www.jazzmusicarchives.com/artist/la-maquina-cinematica
DEBORAH LATZ,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/deborah-latz
TRUDY LYNN,Blues / RnB,United States,http://www.jazzmusicarchives.com/artist/trudy-lynn
ROMERO LUBAMBO,Latin Jazz,Brazil,http://www.jazzmusicarchives.com/artist/romero-lubambo
DON LAKA,African Fusion / RnB / Pop/Art Song/Folk / Post-Fusion Contemporary / Third Stream / Hard Bop,South Africa,http://www.jazzmusicarchives.com/artist/don-laka
FERN LINDZON,Vocal Jazz,Canada,http://www.jazzmusicarchives.com/artist/fern-lindzon
JACQUES LESURE,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/jacques-lesure
BRANDON LEE,Hard Bop,United States,http://www.jazzmusicarchives.com/artist/brandon-lee
TOBIAS COLLECTIVE LINDSTAD,Post Bop,Norway,http://www.jazzmusicarchives.com/artist/tobias-lindstad-collective
LE REX,Eclectic Fusion,Switzerland,http://www.jazzmusicarchives.com/artist/le-rex
RANEE LEE,Vocal Jazz / RnB,United States,http://www.jazzmusicarchives.com/artist/ranee-lee
KU-UMBA FRANK LACY,Hard Bop / Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/ku-umba-frank-lacy
IGNACIO DIAZ LAHSEN,Progressive Big Band,Chile,http://www.jazzmusicarchives.com/artist/ignacio-diaz-lahsen
