artist,genre,country
MINOTAURUS,Symphonic Prog,Germany
MINSK,Experimental/Post Metal,United States
MINSTREL,Rock Progressivo Italiano,Italy
TH INSTREL'S GHOST,Crossover Prog,United States
MINUS TWO,Symphonic Prog,Germany
MINUTIAN,Progressive Metal,Finland
MIOSIS,Experimental/Post Metal,Sweden
TH IRACLE,Progressive Metal,Indonesia
MIRAGE,Jazz Rock/Fusion,France
MIRAGE,Rock Progressivo Italiano,Italy
PER IRALLES,Crossover Prog,Spain
MIRANDA SEX GARDEN,Prog Folk,United Kingdom
JAVIE IRANDA,Progressive Electronic,Spain
MIRAYON,Progressive Metal,Switzerland
TH IRE,Experimental/Post Metal,United Kingdom
MIRIODOR,RIO/Avant-Prog,Canada
MIROIST,Progressive Metal,United Kingdom
MIRRELIA,Crossover Prog,Canada
MIRROR,Symphonic Prog,Netherlands
MIRROR,Post Rock/Math rock,Japan
MIRROR PEOPLE,Crossover Prog,United States
MIRRORMAZE,Progressive Metal,Italy
MIRRORTHRONE,Experimental/Post Metal,Switzerland
MIRTHKON,RIO/Avant-Prog,United States
MIRTHRANDIR,Eclectic Prog,United States
MISANTHROFEEL,Experimental/Post Metal,Russia
MISCELLANE,Progressive Metal,Slovakia
VLADIMI ISIK,Crossover Prog,Czech Republic
MISSA MERCURIA,Progressive Metal,Germany
MISSIGNO,Eclectic Prog,Greece
MISSING INK,Heavy Prog,Italy
MISSING LINK,Jazz Rock/Fusion,Germany
MISSION JUPITER,Progressive Metal,Belarus
MISSUS BEASTLY,Jazz Rock/Fusion,Germany
MIST SEASON,Jazz Rock/Fusion,Finland
TH ISTAKES,Jazz Rock/Fusion,United States
MISTER KITE,Progressive Metal,Sweden
MISTER ROBOT,Symphonic Prog,Russia
MISTY MOUNTAIN FOUNDATION,Psychedelic/Space Rock,Finland
KENN ITCHELL,Crossover Prog,United Kingdom
MITHRIDATUM,Tech/Extreme Prog Metal,Multi-National
MITTELWINTERNACHT '71,Krautrock,Germany
TOSHIYUK IYAMA & HIS NEW HERD / MASAHIKO SATOH,Jazz Rock/Fusion,Japan
MIZRAAB,Progressive Metal,Pakistan
MIZUKAGAMI,Symphonic Prog,Japan
MIZUTAMA SHOBODAN,RIO/Avant-Prog,Japan
KIMI IZUTANI,Eclectic Prog,Japan
MK II,Neo-Prog,United Kingdom
DRAG LINAREC,Prog Folk,Yugoslavia
MMCIRCLE,RIO/Avant-Prog,Canada
MOĞOLLAR,Prog Folk,Turkey
MO.DO.,Rock Progressivo Italiano,Italy
MOANAA,Experimental/Post Metal,Poland
MOBIUS,Neo-Prog,United Kingdom
MÖBIUS PROJECT,Rock Progressivo Italiano,Italy
MOBIUS STRIP,Jazz Rock/Fusion,Italy
MOBIUS STRIP,Jazz Rock/Fusion,United States
MOBY TRIP,Psychedelic/Space Rock,New Zealand
MOCAH,Heavy Prog,Argentina
MOD FLANDERS CONSPIRACY,Experimental/Post Metal,United States
MODERN DAY BABYLON,Progressive Metal,Czech Republic
MODERN MAN,Tech/Extreme Prog Metal,United States
MODERN-ROCK ENSEMBLE,Neo-Prog,Ukraine
MODEST MIDGET,Crossover Prog,Netherlands
ODIUM,Rock Progressivo Italiano,Italy
MÓDULO 1000,Heavy Prog,Brazil
MOE! STAIANO / MOE!KESTRA!,RIO/Avant-Prog,United States
MOEBIUS,Tech/Extreme Prog Metal,Italy
MOEBIUS CAT,Crossover Prog,Canada
DIETE OEBIUS,Progressive Electronic,Germany
MOETAR,Crossover Prog,United States
BARA OFFITT,Crossover Prog,United States
MOGADOR,Crossover Prog,Italy
MOGUL THRASH,Jazz Rock/Fusion,United Kingdom
MOGWAI,Post Rock/Math rock,United Kingdom
MOHODISCO,Psychedelic/Space Rock,United States
MOIRA,Jazz Rock/Fusion,Germany
MOJO POJO,Eclectic Prog,Venezuela
MOKSHA,Progressive Electronic,United Kingdom
MOLASSESS,Heavy Prog,Netherlands
COLI OLD,Prog Folk,United Kingdom
MOLECULE,Psychedelic/Space Rock,France
MOLESLOPE,Canterbury Scene,Japan
MOLITOTH,Crossover Prog,United States
HEDVI OLLESTAD TRIO,Heavy Prog,Norway
MOLNIJA AURA,Progressive Electronic,Italy
MOLOKEN,Experimental/Post Metal,Sweden
NILS PETTE OLVĆR,Jazz Rock/Fusion,Norway
MOLYBARON,Experimental/Post Metal,France
MOMBASA,Jazz Rock/Fusion,Multi-National
MOMBU,RIO/Avant-Prog,Italy
MOMENTUM,Experimental/Post Metal,Iceland
MŘN,Post Rock/Math rock,France
MONA LISA,Symphonic Prog,France
MONARCH,Psychedelic/Space Rock,United States
MONARCH TRAIL,Neo-Prog,Canada
MONDO DRAG,Psychedelic/Space Rock,United States
MONDRIAN OAK,Experimental/Post Metal,Italy
CLAR ONDSHINE,Progressive Electronic,Germany
MONGOL,Jazz Rock/Fusion,Japan
MONJOIE,Crossover Prog,Italy
MONKEY PUZZLE TRIO,RIO/Avant-Prog,United Kingdom
MONKEY3,Psychedelic/Space Rock,Switzerland
MONNAIE DE SINGE,Crossover Prog,France
LORENZ ONNI,Rock Progressivo Italiano,Italy
MONO,Post Rock/Math rock,Japan
MONOBEAT ORIGINAL,Krautrock,Germany
MONOBODY,Jazz Rock/Fusion,United States
MONOCEROS,Post Rock/Math rock,Mexico
MONOGLOT,RIO/Avant-Prog,Switzerland
MONOGONO,Tech/Extreme Prog Metal,Portugal
MONOLITH,Symphonic Prog,United States
MONOLITH MOON,Progressive Metal,Portugal
MONOLITHE,Tech/Extreme Prog Metal,France
MONOMYTH,Psychedelic/Space Rock,Netherlands
MONOTON,Progressive Electronic,Austria
TH ONROE TRANSFER,Post Rock/Math rock,United Kingdom
MONSEIGNEUR,Prog Folk,Switzerland
MONSIEUR DUBOIS,Jazz Rock/Fusion,Netherlands
MONTECHIARI PROJECT,Crossover Prog,Brazil
MONTECRISTO,Neo-Prog,Indonesia
MONTEFELTRO,Rock Progressivo Italiano,Italy
GUSTAV ONTESANO,Symphonic Prog,Argentina
GEN KE ONTGOMERY,Progressive Electronic,United States
MONTIBUS COMMUNITAS,Indo-Prog/Raga Rock,Peru
MONTREAL,Prog Folk,Canada
MONTRESOR,Heavy Prog,Australia
MONUMENT / EX ZIOR,Heavy Prog,United Kingdom
MONUMENTUM,Experimental/Post Metal,Italy
MOOCH,Psychedelic/Space Rock,United Kingdom
MOOD TAEG,Krautrock,Multi-National
MOODMAN,Neo-Prog,Poland
TH OODY BLUES,Crossover Prog,United Kingdom
MOOGG,Jazz Rock/Fusion,Italy
MOOLAH,Krautrock,United States
MOOM,Canterbury Scene,United Kingdom
TH OON AND THE NIGHTSPIRIT,Prog Folk,Hungary
MOON DUO,Psychedelic/Space Rock,United States
MOON FOG PROPHET,Psychedelic/Space Rock,Finland
MOON GOONS,Psychedelic/Space Rock,United States
MOON LETTERS,Heavy Prog,United States
MOON OF OSTARA,Krautrock,United Kingdom
MOON OF SOUL,Tech/Extreme Prog Metal,Hungary
MOON PHANTOMS,Psychedelic/Space Rock,Multi-National
MOON SAFARI,Symphonic Prog,Sweden
MOON TAN,Heavy Prog,Canada
MOON TOOTH,Progressive Metal,United States
MOONCAKE,Post Rock/Math rock,Russia
MOONCHILD TRIO,RIO/Avant-Prog,United States
MOONDANCER,Prog Related,Japan
TH OONDIG,Krautrock,Belgium
MOONGARDEN,Symphonic Prog,Italy
MOONGRESSIVE,Heavy Prog,Italy
MOONLIGHT,Crossover Prog,Poland
MOONLIGHT AGONY,Progressive Metal,Sweden
MOONLIGHT CIRCUS,Progressive Metal,Italy
MOONLIGHT COMEDY,Progressive Metal,Italy
MOONLIGHT SKY,Crossover Prog,Slovenia
MOONLIT SAILOR,Post Rock/Math rock,Sweden
MOONLOOP,Tech/Extreme Prog Metal,Spain
MOONLYGHT,Progressive Metal,Canada
MOONPARTICLE,Eclectic Prog,Multi-National
MOONRISE,Neo-Prog,Poland
MOONSHINE BLAST,Crossover Prog,France
MOONSORROW,Tech/Extreme Prog Metal,Finland
MOONSPELL,Tech/Extreme Prog Metal,Portugal
MOONSTONE,Prog Folk,Canada
MOONWAGON,Psychedelic/Space Rock,Finland
MOONWOOD,Krautrock,Canada
TH OOR,Psychedelic/Space Rock,Sweden
MICHAE OORCOCK & THE DEEP FIX,Crossover Prog,United Kingdom
MOORE / MYERS,Progressive Electronic,United States
KE OORE,Progressive Electronic,United States
STEV OORE,Progressive Electronic,United States
MOOSE LOOSE,Jazz Rock/Fusion,Norway
TH OOSE,Psychedelic/Space Rock,United States
MOPHO,Crossover Prog,Brazil
MORA-TAU,Progressive Electronic,Japan
MORAINE,Eclectic Prog,United States
MORAINES,Experimental/Post Metal,Croatia
MORAZ & BRUFORD,Jazz Rock/Fusion,Multi-National
PATRIC ORAZ,Crossover Prog,Switzerland
MORBID COAL,Progressive Metal,Switzerland
MORBUS CHRON,Tech/Extreme Prog Metal,Sweden
MORDECAI SMYTH,Crossover Prog,United Kingdom
EDUARD ORENO,Eclectic Prog,Spain
MORGAN,Symphonic Prog,United Kingdom
MÖRGLBL,Eclectic Prog,France
MORIA FALLS,Neo-Prog,United Kingdom
MORIER,Progressive Metal,United States
MORILD,Symphonic Prog,Norway
MORKOBOT,RIO/Avant-Prog,Italy
KLAU ORLOCK,Progressive Electronic,United States
MORMOS,Prog Folk,United States
MORNA,Tech/Extreme Prog Metal,Slovakia
MORNE,Experimental/Post Metal,United States
MORNING,Progressive Metal,Netherlands
MORNING SKY,Jazz Rock/Fusion,United States
TH ORNINGSIDE,Experimental/Post Metal,Russia
MOROWE,Experimental/Post Metal,Poland
MORPH,Progressive Metal,Sweden
MORPHELIA,Neo-Prog,Germany
MORPHEUS,Jazz Rock/Fusion,Germany
MORPHEUS PROJECT,Crossover Prog,Multi-National
MORRIGAN,Crossover Prog,France
TH ORRIGAN,Prog Folk,United Kingdom
MORRIGHANS,Crossover Prog,France
STEV ORSE BAND,Eclectic Prog,United States
MORSE CODE,Symphonic Prog,Canada
ALA ORSE,Jazz Rock/Fusion,United States
NEA ORSE,Symphonic Prog,United States
TI ORSE,Symphonic Prog,United States
MORSOF,Jazz Rock/Fusion,Japan
MORTA,Jazz Rock/Fusion,Canada
MORTE MACABRE,Heavy Prog,Sweden
L ORTE VIENE DALLO SPAZIO,Psychedelic/Space Rock,Italy
MORTIFERIA,Experimental/Post Metal,Norway
MORVISCOUS,RIO/Avant-Prog,United Kingdom
MOSAĎC,RIO/Avant-Prog,France
MOSAICO,Rock Progressivo Italiano,Italy
MOSAICO HIBRIDO,Crossover Prog,Brazil
MOSAIK,Jazz Rock/Fusion,Germany
MOSAIK,Symphonic Prog,Sweden
MOSE GIGANTICUS,Experimental/Post Metal,United States
MOSER WOODS,Eclectic Prog,United States
SCOT OSHER,Progressive Electronic,United States
MOSKAU,Experimental/Post Metal,Germany
MOSS UPON THE SKULL,Tech/Extreme Prog Metal,Belgium
MŘSTER!,Jazz Rock/Fusion,Norway
MOSTLY AUTUMN,Prog Folk,United Kingdom
MOTAE,Crossover Prog,United States
MOTEK,Post Rock/Math rock,Belgium
MOTEUR!,RIO/Avant-Prog,France
MOTH VELLUM,Symphonic Prog,United States
MOTHER DUST,Psychedelic/Space Rock,Germany
MOTHER ENGINE,Psychedelic/Space Rock,Germany
MOTHER GONG,Psychedelic/Space Rock,United Kingdom
MOTHER MALLARD'S PORTABLE MASTERPIECE CO. ,Progressive Electronic,United States
MOTHER OF FIRE,Psychedelic/Space Rock,United States
MOTHER OF MILLIONS,Progressive Metal,Greece
MOTHER SUPERIOR,Crossover Prog,United Kingdom
MOTHER TURTLE,Heavy Prog,Greece
MOTHER'S CAKE,Crossover Prog,Austria
MOTHER-UNIT,Psychedelic/Space Rock,Netherlands
MOTHERJANE,Heavy Prog,India
MOTHERSHIP,Psychedelic/Space Rock,United States
MOTHLITE,Crossover Prog,United Kingdom
MOTHS,Neo-Prog,United Kingdom
MOTHS & LOCUSTS,Psychedelic/Space Rock,Canada
MOTION SICKNESS OF TIME TRAVEL,Progressive Electronic,United States
MOTION THEORY,Crossover Prog,United Kingdom
MOTIONLESS,Post Rock/Math rock,United States
MOTIS,Prog Folk,France
MOTO ARMONICO,Progressive Metal,Italy
MOTO PERPETUO,Crossover Prog,Brazil
MOTOR HUMMING,RIO/Avant-Prog,Japan
MOTOR TOTEMIST GUILD,RIO/Avant-Prog,United States
MOTORPSYCHO,Eclectic Prog,Norway
MŘTRIK,Krautrock,United States
MOULETTES,Prog Folk,United Kingdom
MICHE OULINIE,Progressive Electronic,France
MOUNTAIN MEN ANONYMOUS,Post Rock/Math rock,United Kingdom
MOUNTAIN MIRRORS,Crossover Prog,United States
MOUNTAIN OCEAN SUN,Progressive Electronic,Japan
MOUNTAINS,Progressive Electronic,United States
MOUNTAINS BECAME MACHINES,Experimental/Post Metal,United Kingdom
MOURA,Psychedelic/Space Rock,Spain
MOURNING CLOAK,Prog Folk,United States
MOURNING KNIGHT,Symphonic Prog,United States
MOURNING PHASE,Prog Folk,United Kingdom
TH OURNING,Progressive Metal,United States
MOUSE ON THE KEYS,Jazz Rock/Fusion,Japan
ZUZ OUSSAWER,Jazz Rock/Fusion,Brazil
MOUTH,Eclectic Prog,Germany
MOUTH OF THE ARCHITECT,Experimental/Post Metal,United States
ALPHONS OUZON,Jazz Rock/Fusion,United States
TH OVE,Proto-Prog,United Kingdom
MOVEMENT OF STATIC,Experimental/Post Metal,Greece
TH OVEMENTS,Psychedelic/Space Rock,Sweden
MOVING GELATINE PLATES,Canterbury Scene,France
MOVING HEARTS,Prog Folk,Ireland
MOVING MAZES,Crossover Prog,Switzerland
MOVING MOUNTAINS,Post Rock/Math rock,United States
MOVING STRUCTURES,Post Rock/Math rock,United States
MOYA,Post Rock/Math rock,Belarus
MOZZARELLA,Crossover Prog,Ecuador
MPXXIV,RIO/Avant-Prog,Switzerland
MR QUIMBY'S BEARD,Psychedelic/Space Rock,United Kingdom
MR. ALBERT SHOW,Crossover Prog,Netherlands
MR. BROWN,Prog Folk,Sweden
MR. BUNGLE,RIO/Avant-Prog,United States
MR. EGO,Progressive Metal,Brazil
MR. EUPHORIA,Eclectic Prog,United States
MR. GIL,Neo-Prog,Poland
MR. GOSHNESS,Crossover Prog,Canada
MR. HYDE,Eclectic Prog,Chile
MR. MAPS,Post Rock/Math rock,Australia
MR. SIRIUS,Canterbury Scene,Japan
MR. SO & SO,Neo-Prog,United Kingdom
MR. TOAD,Prog Folk,Israel
MROCTOPUS,Tech/Extreme Prog Metal,Portugal
MRS. KITE,Heavy Prog,Germany
MT. AMBER,Crossover Prog,Germany
MT. MOUNTAIN,Psychedelic/Space Rock,Australia
I UCCHIO,Rock Progressivo Italiano,Italy
MUCHO TAPIOCA,RIO/Avant-Prog,France
MUD MOTHS,RIO/Avant-Prog,United States
MUDDY WORLD,Post Rock/Math rock,Japan
MUDWAY,Neo-Prog,Italy
MUDY ON THE SAKUBON,Post Rock/Math rock,Japan
TH UFFIN MEN,RIO/Avant-Prog,United Kingdom
TH UFFINS,Canterbury Scene,United States
MUGEN,Symphonic Prog,Japan
MUGGLE,Post Rock/Math rock,China
MUGSTAR,Psychedelic/Space Rock,United Kingdom
L UJER BARBUDA,RIO/Avant-Prog,Argentina
MULA,RIO/Avant-Prog,Colombia
DOMINI ÜLLER,Eclectic Prog,Germany
MULLMUZZLER,Progressive Metal,Canada
THE ALMA ULO BAND,Progressive Electronic,United Kingdom
MULTI-STORY,Neo-Prog,United Kingdom
MULTIFUSE,Crossover Prog,United Kingdom
MUMPBEAK,Heavy Prog,United Kingdom
MUNDI DOMINI,Prog Folk,Canada
L UNECA DE SAL,Post Rock/Math rock,Spain
MUNJU,Krautrock,Germany
JONA UNK,Progressive Electronic,Denmark
JESÚ UŃOZ FERNÁNDEZ,Symphonic Prog,Spain
MURKY RED,Crossover Prog,Belgium
MURMUR,Tech/Extreme Prog Metal,United States
MURPHY BLEND,Heavy Prog,Germany
JAME URPHY,Progressive Metal,United States
MURPLE,Rock Progressivo Italiano,Italy
MURSIC,Progressive Metal,United States
MUSE,Prog Related,United Kingdom
MUSEO HETERODOXO,RIO/Avant-Prog,Peru
MUSEO ROSENBACH,Rock Progressivo Italiano,Italy
MUSHGOONS,Psychedelic/Space Rock,Italy
MUSHROOM,Prog Folk,Ireland
MUSHROOM,Psychedelic/Space Rock,United States
MUSHROOM GIANT,Psychedelic/Space Rock,Australia
MUSHROOM'S PATIENCE,Krautrock,Italy
MUSHY,Progressive Electronic,Italy
MUSIC EMPORIUM,Psychedelic/Space Rock,United States
MUSIC STATION,Progressive Metal,Bulgaria
MUSICA D'REPUESTO,RIO/Avant-Prog,Cuba
MUSICA DISPERSA,Prog Folk,Spain
MUSICA FICTA,Eclectic Prog,Israel
MUSICA TRANSONIC,RIO/Avant-Prog,Japan
MÚSICA URBANA,Jazz Rock/Fusion,Spain
MUSIQUE NOISE,Zeuhl,France
MUSK OX,Prog Folk,Canada
FRANC USSIDA,Rock Progressivo Italiano,Italy
MUSTARD GAS AND ROSES (MGR),Post Rock/Math rock,United States
O UTANTES,Psychedelic/Space Rock,Brazil
MUTE ALBINO,Neo-Prog,Belgium
TH UTE GODS,Crossover Prog,United Kingdom
MUTINY IN JONESTOWN,Neo-Prog,United States
MUTYUMU,Experimental/Post Metal,Japan
MUZAK,Crossover Prog,Switzerland
MY BELOVED,Post Rock/Math rock,Denmark
MY BITTER END,Tech/Extreme Prog Metal,United States
MY BROTHER THE WIND,Psychedelic/Space Rock,Sweden
MY DAD VS YOURS,Post Rock/Math rock,Canada
MY DYING BRIDE,Tech/Extreme Prog Metal,United Kingdom
MY EDUCATION,Post Rock/Math rock,United States
MY ETERNEL,Crossover Prog,United States
MY NAME IS JANET,Crossover Prog,Multi-National
MY SILENT WAKE,Experimental/Post Metal,United Kingdom
MY SLEEPING KARMA,Psychedelic/Space Rock,Germany
MY SOLID GROUND,Krautrock,Germany
MY SOLILOQUY,Progressive Metal,United Kingdom
MYHYBRIS,Progressive Metal,France
TH YND,Crossover Prog,United Kingdom
MYRATH,Progressive Metal,Tunisia
MYRBEIN,RIO/Avant-Prog,Sweden
MYRIAD,Psychedelic/Space Rock,Australia
MYRIAD,Progressive Metal,United States
MYRMIDION CREED,Progressive Metal,Germany
MYROS,Rock Progressivo Italiano,Italy
TH YRRORS,Psychedelic/Space Rock,United States
MYSTER MÖBIUS,Experimental/Post Metal,Multi-National
MYSTERE DE NOTRE DAME,Progressive Metal,Italy
MYSTERIES OF THE REVOLUTION,Jazz Rock/Fusion,United Kingdom
MYSTERKAH,Neo-Prog,France
MYSTERY,Neo-Prog,Canada
MYSTERY EGG,Psychedelic/Space Rock,United States
MYSTIC,Experimental/Post Metal,Netherlands
MYSTIC FORCE,Progressive Metal,United States
MYTHERY,Progressive Metal,Denmark
MYTHIC SUNSHIP,Psychedelic/Space Rock,Denmark
MYTHO,Crossover Prog,Italy
MYTHODEA,Progressive Metal,Greece
MYTHOLOGIC,Progressive Metal,United States
MYTHOLOGY,Crossover Prog,United States
MYTHOPOEIC MIND,Symphonic Prog,Norway
MYTHOS,Krautrock,Germany
MYTRA,Progressive Metal,Hungary
MYXOMATOSIS,Progressive Metal,Canada
